timestamp,value,value_scaled,rolling_mean,rolling_std,z_score,anomaly_z,anomaly_iqr,arima_pred,arima_error,anomaly_arima
2015-02-26 21:42:53,104,0.057462134251395965,,,0.05746032746490179,False,False,0.0,104.0,False
2015-02-26 21:47:53,100,0.04500265193317131,,,0.045001236911178584,False,False,103.87761110686026,3.8776111068602575,False
2015-02-26 21:52:53,99,0.04188778135361514,,,0.04188646427274778,False,False,99.86579344518402,0.8657934451840248,False
2015-02-26 21:57:53,154,0.21320566322920412,,,0.2131989593864419,False,True,99.32036201094215,54.67963798905785,False
2015-02-26 22:02:53,120,0.10730006352429457,,,0.10729668967979462,False,False,151.3368631797198,31.336863179719813,False
2015-02-26 22:07:53,90,0.013853946137609678,,,0.013853510526870562,False,False,116.03150588824346,26.03150588824346,False
2015-02-26 22:12:53,92,0.020083687296722004,,,0.020083055803732167,False,False,92.78549825212343,0.7854982521234319,False
2015-02-26 22:17:53,71,-0.04532859487395742,,,-0.045327169603314676,False,False,92.2965264242261,21.2965264242261,False
2015-02-26 22:22:53,339,0.7894567204470943,,,0.7894318974961403,False,True,74.32271053660047,264.6772894633995,False
2015-02-26 22:27:53,178,0.287962557138552,,,0.2879535027087812,False,True,325.10780576379096,147.10780576379096,False
2015-02-26 22:32:53,144,0.18205695743364247,,,0.18205123300213388,False,False,158.19691072197134,14.196910721971335,False
2015-02-26 22:37:53,143,0.17894208685408633,,,0.1789364603637031,False,False,152.43390772551405,9.433907725514047,False
2015-02-26 22:42:53,179,0.2910774277181082,,,0.29106827534721197,False,True,131.96004543134632,47.039954568653684,False
2015-02-26 22:47:53,245,0.4966588859688149,,,0.49664326948364484,False,True,182.29830717823242,62.70169282176758,False
2015-02-26 22:52:53,166,0.25058411018387805,,,0.2505762310476115,False,True,227.02107624393415,61.02107624393415,False
2015-02-26 22:57:53,139,0.16648260453586167,,,0.16647736980997987,False,False,164.19819730995397,25.19819730995397,False
2015-02-26 23:02:53,112,0.08238109888784527,,,0.08237850857234821,False,False,136.20344505793864,24.203445057938637,False
2015-02-26 23:07:53,95,0.029428299035390494,,,0.029427373719024572,False,False,115.77567461782134,20.775674617821338,False
2015-02-26 23:12:53,70,-0.048443465453513586,,,-0.04844194224174548,False,False,97.96967358274078,27.969673582740782,False
2015-02-26 23:17:53,74,-0.03598398313528893,,,-0.035982851688022274,False,False,77.66284137076076,3.662841370760759,False
2015-02-26 23:22:53,88,0.007624204978497352,,,0.007623965250008958,False,False,80.3237312289521,7.676268771047901,False
